5.306199, -4.481694, -0.343799, 2.951064
5.334584, -4.489769, -0.340431, 2.951529
5.362992, -4.497777, -0.334504, 2.951990
5.391436, -4.505674, -0.326005, 2.952447
5.419928, -4.513413, -0.314926, 2.952899
5.448480, -4.520946, -0.301262, 2.953347
5.477104, -4.528220, -0.285013, 2.953791
5.505809, -4.535182, -0.266178, 2.954230
5.534606, -4.541776, -0.244760, 2.954665
5.563502, -4.547943, -0.220762, 2.955097
5.592487, -4.553701, -0.195201, 2.955524
5.621566, -4.558983, -0.167893, 2.955947
5.650730, -4.563802, -0.139702, 2.956366
5.709309, -4.571847, -0.080499, 2.957191
5.738711, -4.575014, -0.049852, 2.957599
5.768174, -4.577599, -0.019064, 2.958002
5.797691, -4.579533, 0.012317, 2.958401
5.827246, -4.580831, 0.043651, 2.958797
5.856828, -4.581428, 0.075429, 2.959189
5.916004, -4.580513, 0.139004, 2.959961
5.945563, -4.578961, 0.170730, 2.960342
5.975074, -4.576629, 0.202751, 2.960719
6.004520, -4.573544, 0.234493, 2.961093
6.033875, -4.569652, 0.266499, 2.961463
6.063119, -4.564984, 0.298204, 2.961829
6.092223, -4.559490, 0.330156, 2.962192
6.149927, -4.546082, 0.393679, 2.962908
6.178477, -4.538159, 0.425245, 2.963261
6.206784, -4.529394, 0.457052, 2.963610
6.262587, -4.509423, 0.520280, 2.964299
6.290032, -4.498221, 0.551703, 2.964638
6.317127, -4.486189, 0.583374, 2.964975
6.343862, -4.473370, 0.614737, 2.965308
6.370195, -4.459736, 0.646351, 2.965638
6.421585, -4.430128, 0.709228, 2.966288
6.446593, -4.414176, 0.740496, 2.966609
6.471095, -4.397451, 0.772023, 2.966926
6.518531, -4.361808, 0.834752, 2.967552
6.541418, -4.342919, 0.865956, 2.967861
6.563703, -4.323318, 0.897427, 2.968167
6.585391, -4.303054, 0.928609, 2.968469
6.606432, -4.282114, 0.960061, 2.968769
6.626834, -4.260548, 0.991226, 2.969066
6.646547, -4.238346, 1.022663, 2.969360
6.665582, -4.215556, 1.053816, 2.969652
6.683951, -4.192222, 1.084230, 2.969940
6.718744, -4.144083, 1.141431, 2.970509
6.735200, -4.119352, 1.167673, 2.970790
6.751053, -4.094227, 1.192064, 2.971068
6.766325, -4.068743, 1.214446, 2.971343
6.781043, -4.042930, 1.234693, 2.971615
6.808932, -3.990448, 1.268396, 2.972153
6.822171, -3.963838, 1.281710, 2.972417
6.847429, -3.910021, 1.301015, 2.972940
6.859534, -3.882867, 1.306939, 2.973197
6.871351, -3.855585, 1.310348, 2.973452
6.882930, -3.828197, 1.311225, 2.973704
6.894323, -3.800729, 1.309559, 2.973954
6.905582, -3.773203, 1.305343, 2.974202
6.916763, -3.745643, 1.298571, 2.974447
6.927923, -3.718072, 1.289241, 2.974690
6.939120, -3.690512, 1.277352, 2.974931
6.950339, -3.662960, 1.263918, 2.975169
6.961570, -3.635409, 1.249765, 2.975406
6.972809, -3.607859, 1.235569, 2.975640
6.984052, -3.580309, 1.221880, 2.975871
6.995295, -3.552755, 1.209142, 2.976101
7.006532, -3.525198, 1.197715, 2.976328
7.028961, -3.470056, 1.179896, 2.976776
7.040129, -3.442462, 1.173920, 2.976997
7.051244, -3.414845, 1.170108, 2.977216
7.062286, -3.387196, 1.168574, 2.977432
7.073231, -3.359507, 1.169410, 2.977647
7.084051, -3.331766, 1.172682, 2.977860
7.105191, -3.276085, 1.186738, 2.978279
7.115436, -3.248120, 1.197590, 2.978485
7.125412, -3.220055, 1.211020, 2.978690
7.135074, -3.191879, 1.227043, 2.978892
7.153261, -3.135144, 1.266899, 2.979292
7.161683, -3.106566, 1.290738, 2.979489
7.169661, -3.077859, 1.316172, 2.979684
7.177131, -3.049014, 1.343383, 2.979877
7.190527, -2.990942, 1.400859, 2.980258
7.196397, -2.961724, 1.430670, 2.980446
7.201651, -2.932386, 1.461337, 2.980632
7.206303, -2.902945, 1.492168, 2.980816
7.213844, -2.843809, 1.552181, 2.981179
7.216755, -2.814139, 1.580533, 2.981358
7.219111, -2.784419, 1.607360, 2.981535
7.222224, -2.724870, 1.655523, 2.981885
7.223022, -2.695062, 1.676512, 2.982057
7.223346, -2.665243, 1.695267, 2.982228
7.222696, -2.605602, 1.725714, 2.982564
7.221789, -2.575790, 1.737276, 2.982730
7.220547, -2.545988, 1.746334, 2.982894
7.219010, -2.516199, 1.752856, 2.983057
7.217225, -2.486422, 1.756818, 2.983218
7.215238, -2.456656, 1.758204, 2.983378
7.213100, -2.426899, 1.757002, 2.983536
7.210864, -2.397148, 1.753207, 2.983692
7.208503, -2.367404, 1.747827, 2.983847
7.203656, -2.307923, 1.731603, 2.984153
7.201213, -2.278182, 1.721495, 2.984304
7.198816, -2.248435, 1.710067, 2.984453
7.196448, -2.218684, 1.698096, 2.984601
7.194179, -2.188925, 1.685205, 2.984748
7.191990, -2.159158, 1.672095, 2.984893
7.189869, -2.129384, 1.659342, 2.985036
7.187803, -2.099605, 1.647409, 2.985179
7.185780, -2.069822, 1.636676, 2.985319
7.183785, -2.040036, 1.627447, 2.985459
7.181802, -2.010247, 1.619969, 2.985597
7.179813, -1.980458, 1.614439, 2.985734
7.177875, -1.950663, 1.609999, 2.985870
7.174026, -1.891069, 1.605573, 2.986138
7.172051, -1.861273, 1.606039, 2.986269
7.169996, -1.831481, 1.608521, 2.986400
7.167826, -1.801696, 1.613149, 2.986529
7.165581, -1.771915, 1.619015, 2.986657
7.163215, -1.742142, 1.626384, 2.986784
7.160681, -1.712382, 1.635475, 2.986910
7.150757, -1.682172, 1.639004, 2.986972
7.140833, -1.651962, 1.642533, 2.987034
7.130909, -1.621752, 1.646062, 2.987095
7.120985, -1.591541, 1.649591, 2.987157
7.111060, -1.561331, 1.653120, 2.987219
7.101136, -1.531121, 1.656649, 2.987281
7.091212, -1.500911, 1.660178, 2.987342
7.081288, -1.470701, 1.663707, 2.987404
7.071364, -1.440491, 1.667236, 2.987466
7.061440, -1.410281, 1.670765, 2.987528
7.051516, -1.380071, 1.674294, 2.987590
7.041592, -1.349860, 1.677823, 2.987651
7.031667, -1.319650, 1.681352, 2.987713
7.021743, -1.289440, 1.684881, 2.987775
7.011819, -1.259230, 1.688410, 2.987837
7.001895, -1.229020, 1.691939, 2.987899
6.991971, -1.198810, 1.695468, 2.987960
6.982047, -1.168600, 1.698996, 2.988022
6.972123, -1.138389, 1.702525, 2.988084
6.962199, -1.108179, 1.706054, 2.988146
6.952275, -1.077969, 1.709583, 2.988207
6.942350, -1.047759, 1.713112, 2.988269
6.932426, -1.017549, 1.716641, 2.988331
6.922502, -0.987339, 1.720170, 2.988393
6.912578, -0.957129, 1.723699, 2.988455
6.902654, -0.926919, 1.727228, 2.988516
6.892730, -0.896708, 1.730757, 2.988578
6.882806, -0.866498, 1.734286, 2.988640
6.872882, -0.836288, 1.737815, 2.988702
6.862957, -0.806078, 1.741344, 2.988763
6.853033, -0.775868, 1.744873, 2.988825
6.843109, -0.745658, 1.748402, 2.988887
6.833185, -0.715448, 1.751931, 2.988949
6.823261, -0.685237, 1.755460, 2.989011
6.813337, -0.655027, 1.758989, 2.989072
6.803413, -0.624817, 1.762518, 2.989134
6.793489, -0.594607, 1.766047, 2.989196
6.783565, -0.564397, 1.769576, 2.989258
6.773640, -0.534187, 1.773105, 2.989320
6.763716, -0.503977, 1.776634, 2.989381
6.753792, -0.473767, 1.780163, 2.989443
6.743868, -0.443556, 1.783692, 2.989505
6.733944, -0.413346, 1.787221, 2.989567
6.724020, -0.383136, 1.790750, 2.989628
6.714096, -0.352926, 1.794279, 2.989690
6.704172, -0.322716, 1.797808, 2.989752
6.694247, -0.292506, 1.801337, 2.989814
6.684323, -0.262296, 1.804866, 2.989876
6.674399, -0.232085, 1.808395, 2.989937
6.664475, -0.201875, 1.811924, 2.989999
6.654551, -0.171665, 1.815453, 2.990061
6.644627, -0.141455, 1.818982, 2.990123
6.634703, -0.111245, 1.822511, 2.990184
6.624779, -0.081035, 1.826039, 2.990246
6.614855, -0.050825, 1.829568, 2.990308
6.604930, -0.020614, 1.833097, 2.990370
6.595006, 0.009596, 1.836626, 2.990432
6.585082, 0.039806, 1.840155, 2.990493
6.575158, 0.070016, 1.843684, 2.990555
6.565234, 0.100226, 1.847213, 2.990617
6.555310, 0.130436, 1.850742, 2.990679
6.545386, 0.160646, 1.854271, 2.990740
6.535462, 0.190856, 1.857800, 2.990802
6.525537, 0.221067, 1.861329, 2.990864
6.515613, 0.251277, 1.864858, 2.990926
6.505689, 0.281487, 1.868387, 2.990988
6.495765, 0.311697, 1.871916, 2.991049
6.485841, 0.341907, 1.875445, 2.991111
6.475917, 0.372117, 1.878974, 2.991173
6.465993, 0.402327, 1.882503, 2.991235
6.456069, 0.432538, 1.886032, 2.991297
6.446145, 0.462748, 1.889561, 2.991358
6.436220, 0.492958, 1.893090, 2.991420
6.426296, 0.523168, 1.896619, 2.991482
6.416372, 0.553378, 1.900148, 2.991544
6.406448, 0.583588, 1.903677, 2.991605
6.396524, 0.613798, 1.907206, 2.991667
6.386600, 0.644008, 1.910735, 2.991729
6.376676, 0.674219, 1.914264, 2.991791
6.366752, 0.704429, 1.917793, 2.991853
6.356827, 0.734639, 1.921322, 2.991914
6.346903, 0.764849, 1.924851, 2.991976
6.336979, 0.795059, 1.928380, 2.992038
6.327055, 0.825269, 1.931909, 2.992100
6.317131, 0.855479, 1.935438, 2.992161
6.307207, 0.885690, 1.938967, 2.992223
6.297283, 0.915900, 1.942496, 2.992285
6.287359, 0.946110, 1.946025, 2.992347
6.277435, 0.976320, 1.949554, 2.992409
6.267510, 1.006530, 1.953082, 2.992470
6.257586, 1.036740, 1.956611, 2.992532
6.247662, 1.066950, 1.960140, 2.992594
6.237738, 1.097160, 1.963669, 2.992656
6.227814, 1.127371, 1.967198, 2.992718
6.217890, 1.157581, 1.970727, 2.992779
6.207966, 1.187791, 1.974256, 2.992841
6.198042, 1.218001, 1.977785, 2.992903
6.188118, 1.248211, 1.981314, 2.992965
6.178193, 1.278421, 1.984843, 2.993026
6.168269, 1.308631, 1.988372, 2.993088
6.158345, 1.338842, 1.991901, 2.993150
6.148421, 1.369052, 1.995430, 2.993212
6.138497, 1.399262, 1.998959, 2.993274
6.128573, 1.429472, 2.002488, 2.993335
6.118649, 1.459682, 2.006017, 2.993397
6.108725, 1.489892, 2.009546, 2.993459
6.098800, 1.520102, 2.013075, 2.993521
6.088876, 1.550312, 2.016604, 2.993582
6.078952, 1.580523, 2.020133, 2.993644
6.069028, 1.610733, 2.023662, 2.993706
6.059104, 1.640943, 2.027191, 2.993768
6.049180, 1.671153, 2.030720, 2.993830
6.039256, 1.701363, 2.034249, 2.993891
6.029332, 1.731573, 2.037778, 2.993953
6.019408, 1.761783, 2.041307, 2.994015
6.009483, 1.791994, 2.044836, 2.994077
5.999559, 1.822204, 2.048365, 2.994139
5.989635, 1.852414, 2.051894, 2.994200
5.979711, 1.882624, 2.055423, 2.994262
5.969787, 1.912834, 2.058952, 2.994324
5.959863, 1.943044, 2.062481, 2.994386
5.949939, 1.973254, 2.066010, 2.994447
5.940015, 2.003464, 2.069539, 2.994509
5.930090, 2.033675, 2.073068, 2.994571
5.920166, 2.063885, 2.076597, 2.994633
5.910242, 2.094095, 2.080125, 2.994695
5.900318, 2.124305, 2.083654, 2.994756
5.890394, 2.154515, 2.087183, 2.994818
5.880470, 2.184725, 2.090712, 2.994880
5.870546, 2.214935, 2.094241, 2.994942
5.860622, 2.245146, 2.097770, 2.995003
5.850698, 2.275356, 2.101299, 2.995065
5.840773, 2.305566, 2.104828, 2.995127
5.830849, 2.335776, 2.108357, 2.995189
5.820925, 2.365986, 2.111886, 2.995251
5.811001, 2.396196, 2.115415, 2.995312
5.801077, 2.426406, 2.118944, 2.995374
5.791153, 2.456617, 2.122473, 2.995436
5.781229, 2.486827, 2.126002, 2.995498
5.771305, 2.517037, 2.129531, 2.995559
5.761380, 2.547247, 2.133060, 2.995621
5.751456, 2.577457, 2.136589, 2.995683
5.741532, 2.607667, 2.140118, 2.995745
5.731608, 2.637877, 2.143647, 2.995807
5.721684, 2.668087, 2.147176, 2.995868
5.711760, 2.698298, 2.150705, 2.995930
5.701836, 2.728508, 2.154234, 2.995992
5.691912, 2.758718, 2.157763, 2.996054
5.681988, 2.788928, 2.161292, 2.996116
5.672063, 2.819138, 2.164821, 2.996177
5.662139, 2.849348, 2.168350, 2.996239
5.652215, 2.879558, 2.171879, 2.996301
5.642291, 2.909769, 2.175408, 2.996363
5.632367, 2.939979, 2.178937, 2.996424
5.622443, 2.970189, 2.182466, 2.996486
5.612519, 3.000399, 2.185995, 2.996548
5.602595, 3.030609, 2.189524, 2.996610
5.592670, 3.060819, 2.193053, 2.996672
5.582746, 3.091029, 2.196582, 2.996733
5.572822, 3.121239, 2.200111, 2.996795
5.562898, 3.151450, 2.203640, 2.996857
