-0.386000, -0.046000
-0.368472, -0.064393
-0.350733, -0.082445
-0.332787, -0.100164
-0.314640, -0.117557
-0.296296, -0.134632
-0.277759, -0.151396
-0.259035, -0.167857
-0.240128, -0.184023
-0.221043, -0.199901
-0.201785, -0.215498
-0.182358, -0.230823
-0.162768, -0.245883
-0.143018, -0.260685
-0.123114, -0.275237
-0.103060, -0.289546
-0.082861, -0.303621
-0.062523, -0.317469
-0.042049, -0.331097
-0.021444, -0.344512
-0.000713, -0.357724
0.020139, -0.370738
0.041107, -0.383563
0.062187, -0.396206
0.083374, -0.408675
0.104663, -0.420978
0.126050, -0.433121
0.147530, -0.445113
0.169097, -0.456961
0.190748, -0.468673
0.212477, -0.480256
0.234280, -0.491718
0.256153, -0.503066
0.278089, -0.514309
0.300085, -0.525453
0.322136, -0.536506
0.344237, -0.547476
0.366384, -0.558370
0.388571, -0.569196
0.410793, -0.579962
0.433048, -0.590675
0.455328, -0.601342
0.477630, -0.611972
0.499949, -0.622572
0.522281, -0.633148
0.544620, -0.643710
0.566961, -0.654265
0.589301, -0.664819
0.611633, -0.675382
0.633955, -0.685959
0.656260, -0.696560
0.678544, -0.707191
0.700802, -0.717860
0.723030, -0.728574
0.745223, -0.739342
0.767376, -0.750171
0.789484, -0.761068
0.811543, -0.772040
0.833547, -0.783097
0.855493, -0.794244
0.877375, -0.805490
0.899189, -0.816843
0.920930, -0.828309
0.942592, -0.839897
0.964173, -0.851613
0.985666, -0.863466
1.007067, -0.875464
1.028371, -0.887613
1.049574, -0.899921
1.070671, -0.912394
1.091665, -0.925030
1.112557, -0.937825
1.133350, -0.950777
1.154044, -0.963881
1.174643, -0.977134
1.195147, -0.990534
1.215559, -1.004077
1.235882, -1.017759
1.256116, -1.031577
1.276264, -1.045528
1.296328, -1.059609
1.316310, -1.073816
1.336212, -1.088146
1.356035, -1.102596
1.375782, -1.117162
1.395454, -1.131841
1.415055, -1.146629
1.434584, -1.161524
1.454046, -1.176522
1.473441, -1.191619
1.492771, -1.206813
1.512039, -1.222100
1.531246, -1.237477
1.550394, -1.252940
1.569486, -1.268486
1.588523, -1.284112
1.607507, -1.299814
1.626441, -1.315590
1.645325, -1.331435
1.664163, -1.347347
1.682956, -1.363322
1.701706, -1.379357
1.720415, -1.395448
1.739085, -1.411593
1.757718, -1.427787
1.776315, -1.444029
1.794880, -1.460313
1.813413, -1.476637
1.831918, -1.492998
1.850395, -1.509392
1.868847, -1.525817
1.887275, -1.542267
1.905682, -1.558742
1.924070, -1.575236
1.942440, -1.591747
1.960795, -1.608271
1.979136, -1.624806
1.997466, -1.641347
2.015786, -1.657891
2.034099, -1.674436
2.052406, -1.690977
2.070709, -1.707512
2.089010, -1.724037
2.107311, -1.740552
2.125610, -1.757056
2.143907, -1.773550
2.162203, -1.790035
2.180497, -1.806511
2.198788, -1.822980
2.217076, -1.839442
2.235362, -1.855897
2.253644, -1.872346
2.271922, -1.888790
2.290196, -1.905229
2.308467, -1.921664
2.326733, -1.938096
2.344994, -1.954525
