-0.059368, 0.576316
-0.034769, 0.586018
-0.010275, 0.595801
0.014122, 0.605640
0.038430, 0.615507
0.062658, 0.625379
0.086815, 0.635230
0.110908, 0.645034
0.134947, 0.654766
0.158939, 0.664400
0.182893, 0.673912
0.206818, 0.683275
0.230722, 0.692464
0.254613, 0.701453
0.278500, 0.710218
0.302392, 0.718733
0.326296, 0.726972
0.350222, 0.734910
0.374177, 0.742521
0.398170, 0.749780
0.422210, 0.756662
0.446304, 0.763143
0.470456, 0.769224
0.494667, 0.774920
0.518937, 0.780245
0.543267, 0.785213
0.567658, 0.789841
0.592109, 0.794141
0.616622, 0.798129
0.641198, 0.801820
0.665836, 0.805227
0.690538, 0.808367
0.715305, 0.811253
0.740136, 0.813900
0.765033, 0.816322
0.789995, 0.818536
0.815025, 0.820554
0.840122, 0.822392
0.865286, 0.824064
0.890520, 0.825586
0.915822, 0.826971
0.941195, 0.828234
0.966638, 0.829391
0.992152, 0.830455
1.017738, 0.831442
1.043396, 0.832365
1.069127, 0.833241
1.094932, 0.834083
1.120811, 0.834905
1.146765, 0.835724
1.172794, 0.836552
1.198899, 0.837406
1.225082, 0.838299
1.251341, 0.839247
1.277679, 0.840263
1.304095, 0.841363
1.330590, 0.842562
1.357166, 0.843873
1.383821, 0.845312
1.410558, 0.846894
1.437377, 0.848632
1.464278, 0.850541
1.491262, 0.852637
1.518330, 0.854934
1.545482, 0.857447
1.572719, 0.860190
1.600041, 0.863177
1.627446, 0.866410
1.654926, 0.869876
1.682476, 0.873560
1.710088, 0.877449
1.737754, 0.881527
1.765469, 0.885781
1.793225, 0.890196
1.821016, 0.894758
1.848833, 0.899454
1.876671, 0.904268
1.904523, 0.909186
1.932381, 0.914194
1.960238, 0.919278
1.988088, 0.924424
2.015924, 0.929616
2.043739, 0.934842
2.071525, 0.940087
2.099276, 0.945336
2.126985, 0.950575
2.154645, 0.955791
2.182249, 0.960968
2.209791, 0.966093
2.237262, 0.971150
2.264656, 0.976127
2.291967, 0.981009
2.319187, 0.985781
2.346310, 0.990429
2.373328, 0.994939
2.400235, 0.999296
2.427023, 1.003487
2.453685, 1.007497
2.480216, 1.011312
2.506607, 1.014918
2.532852, 1.018300
2.558944, 1.021444
2.584876, 1.024336
2.610640, 1.026961
2.636231, 1.029306
2.661641, 1.031356
2.686863, 1.033097
2.711891, 1.034514
2.736716, 1.035593
2.761333, 1.036321
2.785735, 1.036682
2.809914, 1.036663
